;date;title;comment
160;2021/01/07;KGHM powyżej 200 zł, WIG20 najwyżej od lutego, a sWIG80 od 2007 roku;Rekordowo drogi KGHM, razem z mocnym Orlenem, PKO i PZU, wywindowały indeks blue chipów na 11-miesięczne maksima. Niebezpiecznie wygląda za to CD Projekt, cofając się w kierunku grudniowych minimów. Jeszcze lepiej niż blue chipy wyglądają małe spółki. Reprezentujący je sWIG80 jest najwyżej od 2007 roku.
161;2021/01/05;sWIG80 jest najwyżej od 2007 r., w grze Oponeo.pl i Ryvu;Inwestorzy pozostają w szampańskich humorach. Dobre nastroje na warszawskiej giełdzie, będące pochodną oczekiwań na świetny 2021 rok dla akcji, pchają w górę indeksy. Najmocniej zyskuje sWIG80, który wybił się powyżej szczytu z 2017 roku i testuje poziomy nieoglądane od 2007 roku.
162;2021/01/04;BM mBanku mocno obniżył cenę docelową akcji CD Projektu;Piotr Bogusz, analityk BM mBanku, w raporcie z 23 grudnia, obniżył rekomendację dla CD Projektu z trzymaj do redukuj. Cena docelowa spadła z 445,10 zł do 232 zł za akcję, czyli prawie o 50 proc.
163;2021/01/04;Cyberpunk 2077 w ścisłej czołówce najlepiej zarabiających gier na Steamie w 2020 roku;Największy na świecie sklep z cyfrową rozrywką przygotował listę 100 najlepiej sprzedających się gier w 2020 r. według wygenerowanych przychodów brutto. W elitarnym gronie znalazły się trzy polskie produkcje.
164;2020/12/31;CDPROJEKT – analiza techniczna na życzenieSTREFA PREMIUM;
165;2020/12/29;Sielanka na GPW. Dino bije rekordy, zielono m.in. CCC i Polimeksie;Wtorkowa, przedostatnia w 2020 roku sesja na GPW, rozpoczęła się od wzrostów. I to najlepsze podsumowanie tego mijającego roku, który pomimo wszystkich pandemicznych zakrętów, był dość udanym dla większości spółek. Szczególnie tych mniejszych. Dla części z nich nawet wybitnie udany. Najsłabiej, obok firm w bezpośredni sposób dotkniętych lockdownami, wypadły duże banki i spółki paliwowe.
166;2020/12/28;WIG20 z szansą na powrót powyżej 2.000 pkt., w grze CD Projekt i Biomed-Lublin;Start szczepień przeciwko Covid-19 w Polsce uderzył w gwiazdy tegorocznej koronahossy. Na szczęście dzisiejsza przecena Biomedu Lublin i Mercatora to tylko wyjątki, a większość spółek na GPW i wszystkie indeksy świecą na zielono. I to mocno na zielono.
167;2020/12/28;CD Projekt otrzymał pozew zbiorowy dot. działań zw. z premierą Cyberpunk 2077;"CD Projekt otrzymał od współpracującej ze spółką kancelarii prawnej potwierdzenie złożenia przed Sądem Okręgowym USA dla okręgu Centralnej Kalifornii cywilnego pozwu zbiorowego, w którym pozywający domagają się ustalenia na drodze sądowej czy działania spółki i jej członków zarządu związane z premierą gry ""Cyberpunk 2077"" stanowiły naruszenie przepisów federalnych, poprzez m.in. wprowadzenie inwestorów w błąd doprowadzając tym samym do powstania strat po ich stronie."
168;2020/12/23;Przedświąteczne wzrosty na GPW, w centrum uwagi CD Projekt i Asbis;To ostania sesja na GPW przed świętami. Kolejna dopiero w poniedziałek 28 grudnia. Powściągnięcie emocji i niewielkie zmiany indeksów wydają się więc czymś naturalnym w tej sytuacji. Z drugiej strony są też pewne ryzyka czyhające na inwestorów, więc realizacja porannych zysków w drugiej połowie dnia nie byłaby niczym dziwnym.
169;2020/12/22;„Big Short” na CD Projekcie. Dwa fundusze powiększyły swoje pozycje;Zagraniczni inwestorzy idą w zaparte i coraz mocniej grają na spadki akcji polskiego producenta gier wideo. Według oficjalnych danych, fundusze na krótko mają już ponad 3 proc. akcji. We wtorek po sesji spółka podała szacunkowe dane dot. sprzedaży Cyberpunka.
170;2020/12/22;WIG20 walczy o zanegowanie podwójnego szczytu, mocny CD Projekt i PCF Group;Zatwierdzenie pakietu pomocowego w USA wspiera nastroje na europejskich giełdach. Indeks WIG20 wrócił powyżej 1.900 pkt. i walczy o zanegowanie formacji podwójnego szczytu oraz domknięcie wczorajszej luki bessy. Przed świętami będzie to trudne do realizacji.
171;2020/12/21;Zagraniczni inwestorzy coraz mocniej „szortują” akcje CD Projektu;W rejestrze KNF ujawnił się już czwarty inwestor grający na spadki akcji CD Projektu. W sumie zagraniczne instytucje posiadają na krótko rekordowe 2,9 proc. akcji.
172;2020/12/21;Nowy koronawirus i podwójny szczyt na WIG20, w grze CD Projekt i LPP;Nowa odmiana koronawirusa z Wielkiej Brytanii nie tylko na powrót zamyka Europę, ale też sieje spustoszenie na giełdach. Niebezpiecznie zrobiło się zwłaszcza na wykresie indeksu WIG20, gdzie została wyrysowana formacja podwójnego szczytu. Krótszy giełdowy tydzień też nie pomaga. I jedynie akcjonariusze spółek covidowych mogą się cieszyć.
173;2020/12/18;CD Projekt mówi „sprawdzam” i oferuje zwrot kosztów wszystkim posiadaczom Cyberpunka;Decyzja warszawskiej spółki może wydawać się szokująca, ale z drugiej strony pokazuje, że studio chce zachować się fair wobec graczy, którzy nie są zadowoleni z Cyberpunka. Dla akcjonariuszy to także opcja szybkiego zamknięcia sprawy refundów. Zgodnie z komunikatem, każdy posiadacz gry, który zgłosi się do spółki do poniedziałku (21 grudnia), otrzyma zwrot kosztów.
174;2020/12/18;Gorąca sesja na GPW. W centrum uwagi świetny debiut PCF Group i tąpnięcie CD Projektu;Mocna przecena akcji CD Projektu i realizacja zysków na światowych giełdach to główne powody porannych spadków na GPW. Indeks WIG20 spada drugi kolejny dzień i jeżeli byki jeszcze dziś nie uratują sytuacji, to powstanie podażowy układ sugerujący przedłużenie spadkowej korekty nawet poniżej 1.900 pkt.
175;2020/12/18;CD Projekt ‚ciężko pracuje’ aby przywrócić Cyberpunk 2077 na PlayStation Store;"CD Projekt ""ciężko pracuje"", aby przywrócić grę ""Cyberpunk 2077"" do sprzedaży na PlayStation Store najszybciej jak to możliwe, podała spółka."
176;2020/12/18;Sony wycofuje Cyberpunka ze sprzedaży. Kurs akcji CD Projektu znów pikuje;CD Projekt po raz kolejny w tarapatach. Sony wycofało tymczasowo cyfrową wersję Cyberpunka 2077 ze sprzedaży na konsolach Play Station 4. Kurs akcji gamedevelopera spada w piątek rano o ponad 18 proc., a za jeden walor płacono 251 zł.
177;2020/12/17;WIG20 wraca powyżej 2.000 pkt., w grze CD Projekt, CCC i PZU;Temat dywidendy podzielił duże spółki na mocno rosnące PZU i taniejące banki. Na szczęście rodzimy ubezpieczycieli nie jest osamotniony. Mocne CCC, odbijający CD Projekt i rekordowo drogie Dino Polska wyciągnęły WIG20 powyżej 2.000 pkt.
178;2020/12/15;Kolejni zagraniczni inwestorzy grają na spadki CD Projektu;"Kolejne dwa podmioty ujawniły się w rejestrze KNF z pozycjami krótkimi na CD Projekcie. W sumie zagraniczni inwestorzy mają ""na krótko"" 1,83 proc. akcji netto największego polskiego producenta gier."
179;2020/12/15;Renesans poniedziałkowych outsiderów, w grze CD Projekt i Mercator;Warszawska giełda odreagowuje poniedziałkowe spadki, wspierana przez dobre nastroje na rynkach globalnych i odreagowanie na akcjach CD Projektu, KGHM-u i Mercatora. Martwi tylko mała szerokość rynku.
180;2020/12/14;CD Projekt pracuje nad poprawkami do Cyberpunka. Raport o sprzedaży jeszcze przed świętami;CD Projekt pracuje pełną parą nad kolejnymi poprawkami do Cyberpunka. Zarząd liczy, że wersję na konsole poprzedniej generacji uda się znacząco poprawić w najbliższych miesiącach. Dane na temat sprzedaży gry spółka planuje opublikować jeszcze przed świętami.
181;2020/12/14;WIG20 na plusie mimo tąpnięcia na CD Projekcie, w grze Allegro i KGHM;WIG20 wybronił się z przeceny, którą na starcie zafundował CD Projekt. Duża w tym zasługa wzrostów na Allegro i KGHM-ie. Stabilizacji sprzyjają też dobre nastroje na pozostałych europejskich giełdach.
182;2020/12/14;Potężna przecena akcji CD Projektu. Studio przyjmie zwroty Cyberpunka;Warszawskie studio przeprosiło graczy za wydanie niedopracowanej wersji Cyberpunka i ogłosiło możliwość zwrócenia gry. W poniedziałek notowania CD Projektu spadają momentami o ponad 20 proc.
183;2020/12/11;Melvin Capital Management zmniejszył krótką pozycję na akcjach CD Projektu;"Amerykański fundusz powoli realizuje zysk z ""szorta"". Według najnowszych danych rejestru KNF, Melvin Capital Management ma sprzedane ""na krótko"" 0,64 proc. akcji netto CD Projektu."
184;2020/12/11;Z nieba do piekła. W tydzień kurs akcji CD Projektu spadł o 30 proc.;"Na rynku znów sprawdziła się zasada ""kupuj plotki, sprzedawaj fakty"". Cyberpunk 2077 zgodnie z oczekiwaniami pobił już kilka rekordów oraz stał się prawdziwym hitem. Jednak mimo to kurs akcji CD Projektu pikuje. Zdaniem ekspertów, inwestorzy boją się, że negatywne oceny i recenzje odbiją się na przyszłej sprzedaży Cyberpunka."
185;2020/12/11;Goldman Sachs: CD Projekt sprzeda 22,5 mln szt. Cyberpunka 2077 w ciągu roku;"Analitycy Goldman Sachs spodziewają się, że wydana przez CD Projekt gra ""Cyberpunk 2077"" w pierwszym roku od premiery gry sprzeda się w 22,5 mln kopii, podano w raporcie datowanym na 10 grudnia."
186;2020/12/11;WIG20 tym razem najsłabszy w Europie, w grze CD Projekt i JSW;"Gracze publikujący błędy w grze Cyberpunk 2077 spędzają sen z oczu akcjonariuszom CD Projektu i całej warszawskiej giełdzie. To głównie przecena tych akcji ściąga w dół indeks WIG20. Swoje ""pięć groszy"" dokładają spadki na europejskich giełdach."
187;2020/12/11;CD Projekt: Należności z przedsprzedaży Cyberpunka zapewniły zwrot kosztów;"Wartość należności licencyjnych wynikających ze sprzedaży przedpremierowej gry ""Cyberpunk 2077"" zapewniła zwrot nakładów na produkcję i marketing, szacuje CD Projekt."
188;2020/12/10;Inwestorzy nie palą się do większej wyprzedaży akcji, w grze CD Projekt i Mercator;WIG20, WIG i sWIG80 krążą blisko środowego zamknięcia, czekając na nowe impulsy, podczas gdy na wielu spółkach wręcz się gotuje. W centrum uwagi niezmiennie pozostaje energetyka, CD Projekt i Mercator.
189;2020/12/10;CD Projekt wierzy w dalszą równie dobrą sprzedaż Cyberpunk 2077, jak preoreder;"CD Projekt ocenia, że wynik preorderów na dzień premiery gry ""Cyberpunk 2077"" znacznie przekracza najbardziej ambitne plany, poinformował prezes Adam Kiciński. Zarząd wierzy, że dalsza sprzedaż będzie równie dobra, jak dotychczas. Prezes CD Projektu odniósł się również do problemów z grą i zapowiedział kolejny termin z informacją o sprzedaży produkcji."
190;2020/12/10;CD Projekt podał pierwsze dane dot. sprzedaży Cyberpunka. Kurs akcji spada;Według szacunków, gra Cyberpunk 2077 w ramach preorderów rozeszła się w nakładzie ponad 8 mln kopii. W czwartek rano kurs akcji CD Projektu spadł momentami o kilka procent.
191;2020/12/09;Brand24: Rozpoznawalność Cyberpunk2077 aktualnie wyższa niż 91 proc. marek na świecie;"Według metryk Brand24, rozpoznawalność marki ""Cyberpunk 2077"" jest aktualnie wyższa niż 91 proc. marek na świecie, poinformował prezes Brand24 Michał Sadowski."
192;2020/12/09;Cyberpunk 2077 podbija Twitcha. Kurs akcji CD Projektu znów rośnie;Długo oczekiwany tytuł CD Projektu stał się przebojem na platformie Twitch.tv. Transmisje z Cyberpunka śledzi ponad 900 tys. graczy na całym świecie. W środę po południu kurs akcji CD Projektu rośnie o ponad 3 proc.
193;2020/12/09;WIG20 zdobywa 2.000 pkt., w grze Mercator, Tauron i Lotos;Dobre nastroje na globalnych rynkach akcji pchają w górę warszawskie indeksy. WIG20 pierwszy raz od lutego znalazł się powyżej 2.000 pkt. I to jeszcze nie koniec wzrostów. Na GPW mocny jest sektor energetyczny, banki i spółki paliwowe. Nie zmiennie w centrum uwagi jest CD Projekt i KGHM, do których dołączył Mercator.
194;2020/12/08;CD Projekt ciągnie WIG20 w dół, w grze Lotos i KGHM;Przecena akcji CD Projektu i gorsze nastroje na rynkach globalnych ciążą GPW. Sytuację starają się ratować Lotos i mniejsze spółki, ale ryzyko korekty w dniu dzisiejszym jest spore.
195;2020/12/08;Rollercoaster na akcjach CD Projektu;Okazuje się, że tylko część recenzentów w trakcie swoich testów korzystała z przygotowanych przez CD Projekt poprawek, co oznacza, że w samym dniu premiery gracze otrzymają najprawdopodobniej wersję działającą znacznie lepiej. Średnia ocena gry na popularnym portalu Metacritic znajduje się aktualnie na poziomie 91.
196;2020/12/07;CD Projekt z nieba do piekła, w grze Lotos i Orlen;Cyberponiedziałek na warszawskiej giełdzie - to najkrótsze podsumowanie dzisiejszego przedpołudnia na GPW. To właśnie akcje CD Projektu całkowicie zdominowały tę część handlu. Najpierw euforię wywołały ich nowe historyczne rekordy. Później strach wywołał ich błyskawiczny zjazd o ponad 13 proc.
197;2020/12/07;„Flash crash” na kursie akcji CD Projektu;Na 3 dni przed premierą Cyberpunka notowania CD Projektu dają przedsmak tego, co czeka inwestorów w najbliższych dniach, czyli mocnego bujania na kursie. W poniedziałek o 11:35 notowania producenta gier zaliczyły coś na kształt flash crash i w kilka sekund zaliczyły spadek z 448,50 zł do 401,90 zł.
198;2020/12/04;WIG20 coraz bliżej 2.000 pkt., w grze KGHM, Orlen i CD Projekt;Warszawska giełda jest dziś najmocniejszym parkietem w Europie. Wszystko za sprawą dużych spółek, z CD Projektem i KGHM-em na czele, które mocno ciągną indeksy w górę. Do końca roku może to być stały obrazek na GPW.
199;2020/12/04;CD Projekt podał godziny premiery Cyberpunka 2077 dla wszystkich platform;Premiera Cyberpunka 2077 zbliża się wielkimi krokami. Na niecały tydzień przed wydarzeniem CD Projekt ujawnił, kiedy gra będzie dostępna w poszczególnych rejonach globu.
200;2020/12/04;Sanwil i Krynica Vitamin zastąpią Idea Bank i Capital Park w indeksie sWIG80;W związku z korektą kwartalną portfeli indeksów Giełdy Papierów Wartościowych w Warszawie po sesji 18 grudnia br., Sanwil Holding i Krynica Vitamin wejdą w skład indeksu sWIG80 w miejsce spółek Idea Bank i Capital Park, podało GPW Benchmark.
201;2020/12/03;Koniec pewnej epoki – omówienie sprawozdania finansowego CD Projekt za III kwartał 2020 r.STREFA PREMIUM;
202;2020/12/02;Szczepionka przeciwko giełdowym spadkom, w grze Polnord i KGHM;Giełda w Warszawie kontynuuje wzrosty. Zatwierdzenie przez Wielką Brytanię szczepionki na Covid-19 i perspektywa uchwalenia pakietu pomocowego w USA podziałała na wyobraźnię inwestorów. W centrum uwagi znalazł się KGHM, który rośnie w ślad za drożejącą miedzią, a także spółki Polnord, Cormay i TIM.
203;2020/12/01;Wzrostowa sesja na GPW. CD Projekt wrócił powyżej 400 zł;To była jedna z ciekawszych sesji na GPW w ostatnim czasie. Mocny KGHM i CD Projekt zapewnił wzrosty indeksowi WIG20. Fatalna postawa Ten Square Games stała się głównym powodem przeceny mWIG40.
204;2020/11/30;Czerwona końcówka mocnego listopada na GPW, na fali CD Projekt i Orlen;Banki i KGHM ciągną w dół GPW, a CD Projekt i PKN Orlen rosną o ponad 6 proc. Poniedziałkowa przecena to nic innego jak zwykła realizacja zysków na zakończenie świetnego miesiąca. I nawet nie ma pewności, że dzisiejsza sesja zakończy się spadkami indeksów.
205;2020/11/26;Kurs akcji KGHM-u najwyżej od 7 lat, po wynikach gorąco na Allegro i CD Projekcie;W czwartek Allegro tanieje, a CD Projekt drożeje po publikacji wyników kwartalnych. W centrum uwagi jest także KGHM, którego akcje są najdroższe od 7 lat. I tylko na indeksach, które wprawdzie świecą na czerwono, jest względny spokój, tak jakby dziś świętowali nie Amerykanie, ale Polacy.
206;2020/11/26;CD Projekt rośnie po wynikach za III kwartał 2020 r.;W III kwartale branżowy gigant zanotował blisko 60-proc. wzrost r/r zysku netto do 23 mln zł. Spółka skupia się obecnie na finalizacji prac nad Cyberpunkiem 2077 oraz intensyfikacją kampanii promocyjnej gry, której premiera zaplanowana jest na 10 grudnia.
207;2020/11/25;Realizacja zysków na GPW, gorąco na Asseco Poland i CD Projekcie;Wtorkowa rekordowa sesja na Wall Street nie wystarczyła, żeby pociągnąć wyżej warszawską giełdę. Pierwsza połowa środowej sesji upłynęła pod znakiem realizacji zysków. Z tego układu wybija się jedynie mWIG40, który wzrosty zawdzięcza przede wszystkim Asseco Poland.
208;2020/11/23;Szczepionka napędza wzrosty, w centrum uwagi CD Projekt, CCC i Getin Noble Bank;Inwestorzy znów grają pod rychłe pojawienie się szczepionki na koronawirusa, która za kilka miesięcy zakończy pandemię. W poniedziałek wszystkie warszawskie indeksy notują ponad 1-proc. wzrosty. Po decyzji o otwarciu galerii handlowych w centrum uwagi znalazły się spółki odzieżowe.
209;2020/11/23;Allegro znów błyszczy;Zaprezentowany w weekend plan odmrażania gospodarki powinien wspierać GPW, najbardziej kontrowersyjna z decyzji, czyli połączenie terminu ferii w całej Polsce, dotknie sektorów niedoreprezentowanych na giełdzie.
210;2020/11/13;DM BOŚ podniósł wycenę akcji CD Projektu do 448 zł;Tomasz Rodak, analityk DM BOŚ, w raporcie z 5 listopada podtrzymał długoterminową fundamentalną rekomendację kupuj dla CD Projektu, jednocześnie podnosząc cenę docelową z 446 zł do 448 zł.
211;2020/11/12;WIG20 zbiera siły do wspinaczki na 2.000 pkt., w grze banki, CD Projekt i Biomed-Lublin;Warszawska giełda nadrabia zaległości wywołane krótką przerwą w handlu. W czwartek wzrostowy rajd kontynuują przede wszystkim banki, ale dobrze spisują się też takie spółki jak Biomed-Lublin czy Mercator.
212;2020/11/06;Noble Securities zaleca kupno akcji CD Projektu;Maciej Kietliński, analityk Noble Securities, w raporcie z 3 listopada wydał dla CD Projektu rekomendację kupuj z ceną docelową 415,04 zł za akcję.
213;2020/11/05;Wysyp wyników spółek, w grze PGE, Tauron i ING Bank Śląski;Wyniki kwartalne spółek całkowicie zdominowały pierwszą część czwartkowej sesji na GPW, spychając na dalszy plan zarówno temat lockdownu w Polsce, jak i wyborów prezydenckich w USA, czy pandemii. W centrum uwagi jest sektor energetyczny i bankowy, plus tradycyjnie CD Projekt, Allegro i Mercator, ale też kontynuujące korektę CCC i LPP.
214;2020/10/30;Sesja z grą do jednej bramki, gorąco na Allegro i Mercatorze;Strach przed spowolnieniem gospodarczym wywołanym pandemią koronawirusa ściąga w dół giełdę w Warszawie. WIG20 spada 5. kolejną sesję i jest najniżej od prawie 7 miesięcy. Fakt, że w dół ciągną go akcje CD Projektu i Allegro doskonale pokazuje, jak duże są obawy inwestorów.
215;2020/10/29;WIG20 z biletem do 1.400 pkt., w grze CD Projekt i Orlen;Po wczorajszym tąpnięciu nastroje na GPW są minorowe. Dziś jednak spółki publikujące wyniki kwartalne mają szanse uratować sesję, dając dobry pretekst do wzrostowego odbicia. Szczególnie, jeżeli wesprze je Europejski Bank Centralny.
216;2020/10/29;DM BOŚ zaleca kupno akcji CD Projektu z ceną docelową 446 zł;Rekomendacja co prawda powstała przed przesunięciem premiery Cyberpunka, ale jak zaznacza Tomasz Rodak, autor raportu zmiana terminu o 3 tygodnie nie wpływa znacząco na wycenę spółki w perspektywie 12 miesięcy.
217;2020/10/28;Potężna wyprzedaż na GPW. CD Projekt i Allegro w odwrocie, a PKO BP na poziomach z 2009 r.;W środę na GPW polała się krew, a wiele popularnych wśród inwestorów spółek zakończyło sesję na dwucyfrowych minusach. Indeks WIG20 zanotował dziś największy sesyjny spadek od kwietnia br., czyli okresu paniki wywołanej pandemią.
218;2020/10/28;Twardy lockdown straszy na giełdach, mocna przecena CD Projektu i CCC;Fala silnej wyprzedaży akcji przelewa się przez europejskie giełdy. Inwestorzy sprzedają akcje w obawie przed powtórką z wiosny, gdy masowe lockdowny wepchnęły gospodarkę w głęboką recesję. W Warszawie swoje spore pięć groszy do przeceny dokłada CD Projekt.
219;2020/10/27;CD Projekt znów przesunął premierę Cyberpunka;Warszawskie studio po raz trzeci przesunęło premierę Cyberpunka. Tym razem o 3 tygodnie. Gra ukaże się 10 grudnia bieżącego roku.
220;2020/10/27;CD Projekt i Allegro windują WIG20, w tle wyniki kwartalne banków;Rekordowo drogie akcje Allegro i zawracający ze wsparcia CD Projekt ciągną w górę indeks WIG20. Rynek żyje dziś wynikami kwartalnymi banków, nowym rekordem zakażeń koronawirusem w Polsce i taniejącymi akcjami małych spółek. To nie wróży sukcesu.
221;2020/10/26;WIG20 próbuje odrobić straty, w grze CD Projekt, XTB i AmRest;Rosnąca liczba zarażeń i kolejne obostrzenia w Europie ciążą giełdom. Czerwień dominuje także w Warszawie. Indeks największych spółek przed spadkiem poniżej ważnego wsparcia broni wielkie trio: CD Projekt, Allegro i PKO BP.
222;2020/10/21;Czerwono na GPW, CD Projekt i Dino Polska pod presją;Rekordowy wzrost liczby osób zarażonych koronawirusem w Polsce i gorsze nastroje na europejskich parkietach ciągną w dół warszawską giełdę. Indeksowi WIG20 najmocniej ciążą spadające akcje CD Projektu, które są najtańsze od lipca.
223;2020/10/16;WIG20 i trzech muszkieterów, w grze m.in. LiveChat i Benefit Systems;Nowa fala nadziei na przyjęcie pakietu fiskalnego w USA, wsparła nastroje na globalnych rynkach akcji, przynosząc odreagowanie ostatnich spadków. Indeks WIG20 odbija z 4,5-miesięcznych minimów, ciągnięty w górę przez Allegro, CD Projekt i Dino Polska. Dziś gorąco jest też na akcjach LPP, LiveChat i Benefit Systems.
224;2020/10/16;CD Projekt: Cyberpunk 2077 zadebiutuje na platformie Stadia 19 listopada;"Gra ""Cyberpunk 2077"" zadebiutuje na platformie Stadia 19 listopada 2020 roku, równocześnie z pozostałymi wersjami gry na Xbox One, PC oraz PlayStation 4, podał CD Projekt. Studio poinformowało również o rozpoczęciu przedsprzedaży tytułu za pośrednictwem Stadia Store."
225;2020/10/14;WIG20 balansuje na krawędzi, w grze Allegro, Mercator i CD Projekt;Indeks WIG20 rano zrobił zwrot z wrześniowego dołka, mocno wspierany przez CD Projekt. Na szerokim rynku błyszczało Allegro wespół z Mercatorem. Jednak w miarę upływu czasu nastroje na warszawskim giełdzie zaczęły się pogarszać, co rodzi ryzyko mocniejszej przeceny na zamknięciu sesji.
226;2020/10/13;WIG20 walczy na wsparciu. Allegro kontynuuje rajd, a mBank spada do poziomów z 2009 r.;Gwiazda Allegro kolejny dzień błyszczy na warszawskiej giełdzie. I to póki co musi inwestorom wystarczyć, bo większość warszawskich spółek znalazła się w defensywie. Ponad połowa z nich traci na wartości, a WIG20 szykuje się do przełamania ważnego wsparcia.
227;2020/10/09;Mały lockdown daje w kość warszawskiej giełdzie, mocne spadki JSW i CCC;Od mocnej przeceny rozpoczęła się sesja w Warszawie. To kontrastuje z zieloną Europą. Indeksy w dół ciągnie słaby sentyment na GPW, niepokojące wieści ze spółek i obawy przed konsekwencjami pandemii koronawirusa. I jedynie spółki covidowe cieszą się niesłabnącym zainteresowaniem inwestorów, co samo w sobie też jest złą wróżbą dla GPW.
228;2020/10/08;Inwestorzy zaczynają wyceniać drugą falę pandemii, w grze CCC i KGHM;Rekordowy przyrost liczby zakażeń i zgonów wywołanych koronawirusem psują nastroje na GPW, mocno ściągając w dół notowania CCC. Jednocześnie zyskują na wartości spółki covidowe.
229;2020/10/07;Trump, Covid-19 i czerwone giełdy, CD Projekt wciąż zagrożony spadkiem;Trump zatrzymał negocjacje ws. pakietu wsparcia. W Polsce natomiast nie chce wyhamować, galopująca już, pandemia koronawirusa. To zła wróżby dla warszawskiej giełdy. Nie tylko na dziś.
230;2020/10/05;CD Projekt wysłał grę Cyberpunk 2077 do tłoczni;Nic nie powinno już stanąć na drodze listopadowej premiery Cyberpunka 2077. CD Projekt poinformował, że proces certyfikacji gry na konsole został zakończony i produkcja osiągnęła tzw. status gold.
231;2020/10/02;Trump chory, giełdy dostają gorączki, w grze CD Projekt i Biomed-Lublin;Koronawirus w Białym Domu to dla giełd dodatkowe, jeszcze niewkalkulowane w ceny ryzyko. To też kolejny argument przemawiający za spadkami cen akcji. Chyba, że się jest spółką covidową.
232;2020/10/01;Na GPW zeszła lawina raportów finansowych, w grze Biomed-Lublin, CCC i CD Projekt;"W czwartek na pierwszym planie znalazła się jedna z tegorocznych gwiazd ""covidowej sceny"" - Biomed Lublin, a także koncerny energetyczne i CCC. Wiele mniejszych firm notowanych w Warszawie opublikowało natomiast raporty finansowe, co w kilku przypadkach skutkuje mocnymi wahaniami ich kursu."
233;2020/09/30;Wielka mobilizacja w CD Projekcie na ostatniej prostej przed premierą Cyberpunka 2077;Studio ogłosiło właśnie, że do czasu premiery gry zespoły będą pracować 6 dni w tygodniu. Spółka podtrzymuje, że Cyberpunk będzie gotowy na 19 listopada.
234;2020/09/30;WIG20 spada w okolice 1.700 pkt. PlayWay mocno w górę po wynikach;Strach przed pandemią i ryzyko związane z listopadowymi wyborami prezydenckimi w USA psują nastroje na rynkach akcji. Spadki nie omijają Warszawy, gdzie prawie połowa spółek tanieje.
235;2020/09/22;CD Projekt wyemituje 4 mln akcji pod nowy program motywacyjny;Na wtorkowym walnym akcjonariusze CD Projektu zdecydowali o warunkowym podwyższeniu kapitału zakładowego o kwotę nie większą niż 4 mln zł w drodze emisji 4 mln akcji serii N. Podjęcie powyższej uchwały ma na celu umożliwienie spółce realizacji nowego programu motywacyjnego.
236;2020/09/22;GPW próbuje odrobić straty z początku tygodnia, w grze Energa i CD Projekt;Wezwanie na Energę, CD Projekt próbujący wrócić powyżej 400 zł i najtańsze od 4 miesięcy akcje CCC skupiają we wtorek uwagę inwestorów. GPW jako całość odreagowuje natomiast ostatnie spadki, podążając podobną ścieżką co inne europejskie parkiety.
237;2020/09/16;Giełdy wpatrzone w Fed. PGE spada po wynikach, a Lotos najtańszy od 2017 r.;Dzisiejsza sesja przywołuje na myśl wakacje. Indeksy na GPW, podobnie jak w całej Europie, pozostają na poziomach z wczoraj. Jest to jednak przysłowiowa cisza przed burzą. Rynki czekają na wieczorne wyniki posiedzenia Fed, co jutro powinno zaowocować większą aktywnością.
238;2020/09/15;CD Projekt hamuje WIG20, w grze Mabion i Biomed-Lublin;Warszawski parkiet jest dziś jednym z najsłabszych w Europie. Co ciekawe, tym razem spora w tym wina CD Projektu, którego akcje są najtańsze od miesiąca. Jednak największe emocje budzą dziś wahania na kursach akcji spółek covidowych.
239;2020/09/15;Wielki przegląd spółek gamingowych [ANALIZA TECHNICZNA];Dzieje się na akcjach giełdowych producentów gier wideo. Wojciech Kręcki, autor portfela Cztery Fazy Rynku przygotował przegląd 11 najciekawszych pod kątem technicznym spółek z branży i nakreślił scenariusze bazowe na najbliższe tygodnie.
240;2020/09/14;5 najbardziej oczekiwanych polskich gier według wishlist Steama;W Polsce co roku powstają setki gier wideo, ale tylko garstka z nich osiąga prawdziwy międzynarodowy sukces. Swoistym papierkiem lakmusowym, czy gra wzbudza zainteresowanie wśród graczy są wishlisty Steam. StockWatch.pl sprawdził, na jakie polskie produkcje czekają gracze z całego świata.
241;2020/09/09;Jeszcze 72 dni…- omówienie sprawozdania finansowego CDPROJEKT za 2 kw. 2020 r.STREFA PREMIUM;
242;2020/09/04;CD Projekt: Kampania marketingowa Cyberpunka będzie zdecydowanie największą w naszej historii;Blisko 1.200 inwestorów wzięło udział w piątkowym czacie inwestorskim z Adamem Kicińskim i Piotrem Nielubowiczem. Przedstawiciele CD Projektu na gorąco omówili najnowsze wyniki finansowe oraz dalsze plany studia.
243;2020/09/04;CD Projekt w październiku ruszy z wielką kampanią promującą Cyberpunka 2077;Kampania reklamowa Cyberpunka już trwa w Internecie. Natomiast w TV, radiu, kinach i druku ruszy od października, a w kanale OOH - w listopadzie. Szczyt kampanii zaplanowano na I połowę listopada.
244;2020/09/04;CD Projekt wyda Wiedźmina 3 na konsole nowej generacji;CD Projekt ogłosił, że trzecia odsłona serii Wiedźmin ukaże się na konsolach nowej generacji z pakietem usprawnień. Posiadacze starszych wersji gry na Play Station 4, Xbox One i PC-ty otrzymają darmową aktualizację do gry.
